ç
"Município","ibge","latitude","longitude","/Energia Elétr...a/Consumo/Rural 2006 (MWh)"
"Cerro Largo","4305207","-28.146200000000","-54.742800000000","18.230"
"Charqueadas","4305355","-29.962500000000","-51.628900000000","2.622"
"Charrua","4305371","-27.949300000000","-52.015000000000","80"
"Chiapetta","4305405","-27.922999999990","-53.941899999990","57"
"Chuí","4305439","-33.686599999990","-53.459400000000","2.120"
"Chuvisca","4305447","-30.750399999990","-51.973700000000","2.907"
"Cidreira","4305454","-30.160399999990","-50.233800000000","747"
"Ciríaco","4305504","-28.341899999990","-51.874099999990","7.109"
"Colinas","4305587","-29.381499999990","-51.852600000000","1.756"
"Constantina","4305801","-27.731999999990","-52.993800000000","3.561"
"Coqueiro Baixo","4305835","-29.172200000000","-52.098900000000","506"
"Coronel Bicaco","4305900","-27.719700000000","-53.702199999990","2.625"
"Coronel Pilar","4305934","-29.268400000000","-51.687899999990","824"
"Cotiporã","4305959","-28.989100000000","-51.697099999990","2.376"
"Coxilha","4305975","-28.128000000000","-52.302300000000","1.088"
"Crissiumal","4306007","-27.499900000000","-54.099400000000","6.507"
"Cristal","4306056","-31.004600000000","-52.043599999990","4.759"
"Cristal do Sul","4306072","-27.452000000000","-53.242199999990","34"
"Cruz Alta","4306106","-28.645000000000","-53.604799999990","20.246"
"Cruzaltense","4306130","-27.664400000000","-52.649200000000","2.284"
"Cruzeiro do Sul","4306205","-29.514800000000","-51.992800000000","6.207"
"David Canabarro","4306304","-28.384899999990","-51.848199999990","621"
"Derrubadas","4306320","-27.264199999990","-53.864500000000","1.825"
"Dezesseis de Novembro","4306353","-28.219000000000","-55.061700000000","1.711"
"Dilermando de Aguiar","4306379","-29.705400000000","-54.212200000000","1.780"
"Dois Irmãos","4306403","-29.583600000000","-51.089799999990","1.209"
"Dois Irmãos das Missões","4306429","-27.662099999990","-53.530400000000","17.695"
"Dois Lajeados","4306452","-28.983000000000","-51.839599999990","17.934"
"Dom Feliciano","4306502","-30.700399999990","-52.102600000000","5.123"
"Dom Pedrito","4306601","-30.975600000000","-54.669400000000","15.760"
"Dom Pedro de Alcântara","4306551","-29.363900000000","-49.853000000000","1.539"
"Doutor Maurício Cardoso","4306734","-27.510300000000","-54.357799999990","2.226"
"Doutor Ricardo","4306759","-29.084000000000","-51.997100000000","1.800"
"Eldorado do Sul","4306767","-30.084700000000","-51.618699999990","6.546"
"Encantado","4306809","-29.235099999990","-51.870300000000","3.487"
"Encruzilhada do Sul","4306908","-30.542999999990","-52.520400000000","5.593"
"Engenho Velho","4306924","-27.706000000000","-52.914499999990","525"
"Entre Rios do Sul","4306957","-27.529800000000","-52.734699999990","1.154"
"Entre-ijuís","4306932","-28.368600000000","-54.268599999990","6.905"
"Erebango","4306973","-27.854399999990","-52.300500000000","701"
"Erechim","4307005","-27.636399999990","-52.269700000000","5.251"
"Ernestina","4307054","-28.497699999990","-52.583599999990","110"
"Erval Grande","4307203","-27.392600000000","-52.573999999990","2.397"
"Erval Seco","4307302","-27.544300000000","-53.500500000000","2.398"
"Esmeralda","4307401","-28.051800000000","-51.193300000000","804"
"Esperança do Sul","4307450","-27.360299999990","-53.989100000000","2.067"
"Espumoso","4307500","-28.728600000000","-52.846100000000","70"
"Estação","4307559","-27.913499999990","-52.263500000000","6.417"
"Estância Velha","4307609","-29.653500000000","-51.184300000000","488"
"Esteio","4307708","-29.852000000000","-51.184100000000","559"
"Estrela","4307807","-29.501600000000","-51.960500000000","9.857"
"Estrela Velha","4307815","-29.171299999990","-53.163899999990","30"
"Eugênio de Castro","4307831","-28.531500000000","-54.150599999990","1.385"
"Fagundes Varela","4307864","-28.879400000000","-51.701400000000","1.616"
"Farroupilha","4307906","-29.222700000000","-51.341900000000","12.282"
"Faxinalzinho","4308052","-27.423800000000","-52.678899999990","743"
"Fazenda Vilanova","4308078","-29.588500000000","-51.821700000000","1.057"
"Feliz","4308102","-29.452700000000","-51.303199999990","3.163"
"Flores da Cunha","4308201","-29.026199999990","-51.187500000000","10.136"
"Formigueiro","4308409","-30.003499999990","-53.495899999990","3.675"
"Fortaleza dos Valos","4308458","-28.798600000000","-53.224899999990","8"
"Frederico Westphalen","4308508","-27.358599999990","-53.395800000000","12.066"
"Garibaldi","4308607","-29.259000000000","-51.535200000000","8.931"
"Garruchos","4308656","-28.194400000000","-55.638300000000","1.529"
"Gaurama","4308706","-27.585599999990","-52.091500000000","2.954"
"General Câmara","4308805","-29.903199999990","-51.761200000000","794"
"Gentil","4308854","-28.431600000000","-52.033700000000","176"
"Getúlio Vargas","4308904","-27.891100000000","-52.229399999990","1.578"
"Giruá","4309001","-28.029699999990","-54.351700000000","6.954"
"Glorinha","4309050","-29.879799999990","-50.773400000000","2.818"
"Gramado","4309100","-29.373300000000","-50.876199999990","2.486"
"Gramado dos Loureiros","4309126","-27.442900000000","-52.914900000000","674"
"Gramado Xavier","4309159","-29.270600000000","-52.579500000000","828"
"Gravataí","4309209","-29.941299999990","-50.986899999990","4.279"
"Guabiju","4309258","-28.542100000000","-51.694800000000","931"
"Guaíba","4309308","-30.108599999990","-51.323300000000","2.047"
"Guaporé","4309407","-28.839900000000","-51.889499999990","2.242"
"Guarani das Missões","4309506","-28.149100000000","-54.562899999990","2.662"
"Harmonia","4309555","-29.545600000000","-51.418500000000","1.830"
"Herval","4307104","-32.024000000000","-53.394399999990","1.297"
"Herveiras","4309571","-29.455200000000","-52.655299999990","1.242"
"Horizontina","4309605","-27.628200000000","-54.305300000000","3.973"
"Hulha Negra","4309654","-31.406700000000","-53.866700000000","14.252"
"Humaitá","4309704","-27.569099999990","-53.969499999990","2.800"
"Ibarama","4309753","-29.420300000000","-53.129500000000","2.139"
"Ibiraiaras","4309902","-28.374099999990","-51.637700000000","2.611"
"Ibirapuitã","4309951","-28.624700000000","-52.515799999990","2.044"
"Ibirubá","4310009","-28.630199999990","-53.096100000000","23.216"
"Igrejinha","4310108","-29.569299999990","-50.791899999990","893"
"Ijuí","4310207","-28.388100000000","-53.920000000000","3.825"
"Ilópolis","4310306","-28.928200000000","-52.125799999990","1.588"
"Imbé","4310330","-29.975300000000","-50.128100000000","12"
"Imigrante","4310363","-29.350800000000","-51.774700000000","1.634"
"Independência","4310405","-27.835400000000","-54.188600000000","1.798"
"Inhacorá","4310413","-27.875200000000","-54.015000000000","16"
"Ipê","4310439","-28.817100000000","-51.285899999990","4.464"
"Ipiranga do Sul","4310462","-27.940400000000","-52.427100000000","850"
"Iraí","4310504","-27.195100000000","-53.254300000000","1.140"
"Itaara","4310538","-29.601299999990","-53.772500000000","931"
"Itacurubi","4310553","-28.791300000000","-55.244700000000","4.630"
"Itapuca","4310579","-28.776800000000","-52.169300000000","146"
"Itaqui","4310603","-29.131000000000","-56.551499999990","93.411"
"Itati","4310652","-29.488320000000","-50.113579999990","1.429"
"Itatiba do Sul","4310702","-27.384599999990","-52.453800000000","1.839"
"Ivorá","4310751","-29.523199999990","-53.584200000000","522"
"Ivoti","4310801","-29.599499999990","-51.153300000000","1.543"
"Jacutinga","4310900","-27.729099999990","-52.537199999990","1.521"
"Jaguarão","4311007","-32.560400000000","-53.377000000000","13.958"
"Jaguari","4311106","-29.493600000000","-54.703000000000","5.501"
"Jaquirana","4311122","-28.881100000000","-50.363700000000","886"
"Jari","4311130","-29.292200000000","-54.223700000000","827"
"Jóia","4311155","-28.643500000000","-54.114100000000","2.200"
"Júlio de Castilhos","4311205","-29.229800000000","-53.677199999990","3.497"
"Lagoa Bonita do Sul","4311239","-29.488199999990","-53.013800000000","2.353"
"Lagoa dos Três Cantos","4311270","-28.567599999990","-52.861800000000","3"
"Lagoa Vermelha","4311304","-28.209299999990","-51.524799999990","2.779"
"Lagoão","4311254","-29.234800000000","-52.799700000000","640"
"Lajeado","4311403","-29.459099999990","-51.964399999990","239.310"
"Lajeado do Bugre","4311429","-27.691299999990","-53.181800000000","250"
"Lavras do Sul","4311502","-30.807099999990","-53.893099999990","1.615"
"Liberato Salzano","4311601","-27.600999999990","-53.075299999990","2.666"
"Lindolfo Collor","4311627","-29.585899999990","-51.214100000000","596"
"Linha Nova","4311643","-29.467900000000","-51.200299999990","689"
"Maçambará","4311718","-29.144500000000","-56.067399999990","13.050"
"Machadinho","4311700","-27.566700000000","-51.666800000000","1.960"
"Mampituba","4311734","-29.213600000000","-49.931100000000","1.425"
"Manoel Viana","4311759","-29.585899999990","-55.484099999990","3.486"
"Maquiné","4311775","-29.679800000000","-50.207900000000","2.512"
"Maratá","4311791","-29.545700000000","-51.557299999990","1.486"
"Marau","4311809","-28.449800000000","-52.198599999990","20.486"
"Marcelino Ramos","4311908","-27.467600000000","-51.909500000000","2.282"
"Mariana Pimentel","4311981","-30.353100000000","-51.580300000000","2.019"
"Mariano Moro","4312005","-27.356800000000","-52.146700000000","1.563"
"Mata","4312104","-29.564900000000","-54.464100000000","2.533"
"Mato Leitão","4312153","-29.528500000000","-52.127800000000","2.314"
"Maximiliano de Almeida","4312203","-27.632500000000","-51.802100000000","1.636"
"Minas do Leão","4312252","-30.134599999990","-52.042299999990","2.268"
"Miraguaí","4312302","-27.497000000000","-53.689100000000","1.921"
"Montauri","4312351","-28.646200000000","-52.076700000000","351"
"Monte Alegre dos Campos","4312377","-28.680499999990","-50.783400000000","1.032"
"Monte Belo do Sul","4312385","-29.160699999990","-51.633299999990","1.713"
"Montenegro","4312401","-29.682400000000","-51.467900000000","6.797"
"Mormaço","4312427","-28.696800000000","-52.699900000000","580"
"Morrinhos do Sul","4312443","-29.357800000000","-49.932800000000","2.207"
"Morro Redondo","4312450","-31.588699999990","-52.626100000000","2.556"
"Morro Reuter","4312476","-29.537900000000","-51.081099999990","1.315"
"Mostardas","4312500","-31.105399999990","-50.916699999990","19.602"
"Muçum","4312609","-29.163000000000","-51.871400000000","900"
"Muitos Capões","4312617","-28.313199999990","-51.183599999990","2.872"
"Muliterno","4312625","-28.325299999990","-51.769700000000","195"
"Não-Me-Toque","4312658","-28.454799999990","-52.818199999990","6.453"
"Nonoai","4312708","-27.368900000000","-52.775599999990","820"
"Nova Alvorada","4312757","-28.682200000000","-52.163100000000","4.208"
"Nova Araçá","4312807","-28.653700000000","-51.745800000000","4.004"
"Nova Bassano","4312906","-28.729099999990","-51.707200000000","2.767"
"Nova Boa Vista","4312955","-27.992599999990","-52.978400000000","1.428"
"Nova Bréscia","4313003","-29.218200000000","-52.031900000000","5.280"
"Nova Candelária","4313011","-27.613700000000","-54.107399999990","3.362"
"Nova Esperança do Sul","4313037","-29.406600000000","-54.829300000000","898"
"Nova Hartz","4313060","-29.580700000000","-50.905099999990","476"
"Nova Pádua","4313086","-29.027500000000","-51.309800000000","2.304"
"Nova Petrópolis","4313201","-29.374099999990","-51.113500000000","5.986"
"Nova Prata","4313300","-28.779900000000","-51.611300000000","3.798"
"Nova Roma do Sul","4313359","-28.988199999990","-51.409500000000","2.123"
"Nova Santa Rita","4313375","-29.852499999990","-51.283700000000","1.544"
"Novo Barreiro","4313490","-27.907699999990","-53.110300000000","1.522"
"Novo Cabrais","4313391","-29.733799999990","-52.948900000000","379"
"Novo Hamburgo","4313409","-29.687600000000","-51.132800000000","2.960"
"Novo Machado","4313425","-27.576499999990","-54.503599999990","3.684"
"Novo Xingu","4313466","-27.743099999990","-53.061599999990","1.112"
"Osório","4313508","-29.888100000000","-50.266700000000","5.571"
"Paim Filho","4313607","-27.707500000000","-51.762999999990","2.119"
"Palmares do Sul","4313656","-30.253499999990","-50.510300000000","15.608"
"Palmeira das Missões","4313706","-27.900600000000","-53.313400000000","10.229"
"Palmitinho","4313805","-27.359600000000","-53.558000000000","1.937"
"Panambi","4313904","-28.283300000000","-53.502299999990","15.280"
"Pantano Grande","4313953","-30.190100000000","-52.372900000000","2.410"
"Paraí","4314001","-28.596399999990","-51.789600000000","2.985"
"Paraíso do Sul","4314027","-29.671700000000","-53.143999999990","9.467"
"Pareci Novo","4314035","-29.636500000000","-51.397399999990","2.668"
"Parobé","4314050","-29.624300000000","-50.831200000000","1.140"
"Passa Sete","4314068","-29.457699999990","-52.959899999990","3.009"
"Passo do Sobrado","4314076","-29.748000000000","-52.274799999990","6.968"
"Passo Fundo","4314100","-28.257600000000","-52.409100000000","30.570"
"Paulo Bento","4314134","-27.697800000000","-52.426099999990","1.227"
"Paverama","4314159","-29.548500000000","-51.733899999990","672"
"Pedras Altas","4314175","-31.721699999990","-53.583799999990","1.630"
"Pedro Osório","4314209","-31.864200000000","-52.818399999990","2.223"
"Pejuçara","4314308","-28.428300000000","-53.657899999990","40"
"Pelotas","4314407","-31.764900000000","-52.337100000000","20.657"
"Picada Café","4314423","-29.446400000000","-51.136699999990","1.176"
"Pinhal da Serra","4314464","-27.863399999990","-51.170200000000","621"
"Pinhal Grande","4314472","-29.344999999990","-53.320700000000","1.482"
"Pinheirinho do Vale","4314498","-27.210899999990","-53.607999999990","2.340"
"Pinheiro Machado","4314506","-31.579400000000","-53.379800000000","1.298"
"Pirapó","4314555","-28.043900000000","-55.200099999990","1.493"
"Piratini","4314605","-31.447299999990","-53.097299999990","3.666"
"Planalto","4314704","-27.329699999990","-53.057500000000","2.781"
"Ponte Preta","4314787","-27.658700000000","-52.484800000000","1.349"
"Portão","4314803","-29.701499999990","-51.242899999990","1.211"
"Porto Alegre","4314902","-30.032778000000","-51.230000000000","3.498"
"Porto Lucena","4315008","-27.856900000000","-55.009999999990","484"
"Porto Mauá","4315057","-27.579599999990","-54.665700000000","966"
"Porto Vera Cruz","4315073","-27.740500000000","-54.899400000000","300"
"Porto Xavier","4315107","-27.908200000000","-55.137900000000","5.039"
"Presidente Lucena","4315149","-29.517600000000","-51.179800000000","1.393"
"Protásio Alves","4315172","-28.757200000000","-51.475700000000","1.701"
"Quaraí","4315305","-30.384000000000","-56.448300000000","12.254"
"Quatro Irmãos","4315313","-27.816299999990","-52.441899999990","1.132"
"Quevedos","4315321","-29.350400000000","-54.078899999990","885"
"Quinze de Novembro","4315354","-28.746500000000","-53.101100000000","207"
"Redentora","4315404","-27.664000000000","-53.640700000000","1.952"
"Relvado","4315453","-29.116399999990","-52.077800000000","945"
"Restinga Sêca","4315503","-29.818800000000","-53.380699999990","3.757"
"Rio dos Índios","4315552","-27.297300000000","-52.841700000000","1.583"
"Rio Grande","4315602","-32.034900000000","-52.107100000000","18.163"
"Rio Pardo","4315701","-29.988000000000","-52.371099999990","10.752"
"Riozinho","4315750","-29.638999999990","-50.448799999990","1.446"
"Roca Sales","4315800","-29.288399999990","-51.865800000000","4.288"
"Rolador","4315958","-28.257670000000","-54.818640000000","361"
"Rolante","4316006","-29.646200000000","-50.581899999990","3.329"
"Ronda Alta","4316105","-27.775800000000","-52.805599999990","865"
"Rondinha","4316204","-27.831499999990","-52.908099999990","3.370"
"Roque Gonzales","4316303","-28.129700000000","-55.026600000000","1.918"
"Rosário do Sul","4316402","-30.251500000000","-54.922100000000","7.628"
"Sagrada Família","4316428","-27.708500000000","-53.135100000000","787"
"Saldanha Marinho","4316436","-28.394100000000","-53.097000000000","16"
"Salto do Jacuí","4316451","-29.095099999990","-53.213299999990","4.434"
"Salvador das Missões","4316477","-28.123300000000","-54.837299999990","735"
"Salvador do Sul","4316501","-29.438600000000","-51.507700000000","486"
"Sananduva","4316600","-27.946999999990","-51.807899999990","6.226"
"Santa Bárbara do Sul","4316709","-28.365300000000","-53.250999999990","4.340"
"Santa Clara do Sul","4316758","-29.474699999990","-52.084299999990","157"
"Santa Cruz do Sul","4316808","-29.722000000000","-52.434300000000","11.762"
"Santa Margarida do Sul","4316972","-30.329599999990","-54.082299999990","1.187"
"Santa Maria","4316907","-29.686800000000","-53.814999999990","15.188"
"Santa Maria do Herval","4316956","-29.490200000000","-50.991900000000","1.989"
"Santa Rosa","4317202","-27.870200000000","-54.479599999990","16.735"
"Santa Tereza","4317251","-29.165500000000","-51.735100000000","1.962"
"Santa Vitória do Palmar","4317301","-33.524999999990","-53.371699999990","66.842"
"Santana da Boa Vista","4317004","-30.869700000000","-53.109999999990","1.217"
"Santana do Livramento","4317103","-30.887699999990","-55.531500000000","5.877"
"Santiago","4317400","-29.189699999990","-54.866599999990","4.122"
"Santo Ângelo","4317509","-28.300100000000","-54.266800000000","6.345"
"Santo Antônio da Patrulha","4317608","-29.826799999990","-50.517499999990","11.974"
"Santo Antônio das Missões","4317707","-28.513999999990","-55.225099999990","3.406"
"Santo Antônio do Palma","4317558","-28.495600000000","-52.026699999990","1.493"
"Santo Augusto","4317806","-27.852599999990","-53.777600000000","3.541"
"Santo Cristo","4317905","-27.826300000000","-54.661999999990","15.006"
"Santo Expedito do Sul","4317954","-27.907399999990","-51.643300000000","1.207"
"São Borja","4318002","-28.657800000000","-56.003599999990","54.036"
"São Domingos do Sul","4318051","-28.531199999990","-51.886000000000","343"
"São Francisco de Assis","4318101","-29.554700000000","-55.125300000000","4.942"
"São Francisco de Paula","4318200","-29.440400000000","-50.582799999990","4.738"
"São Gabriel","4318309","-30.333700000000","-54.321700000000","8.428"
"São Jerônimo","4318408","-29.971599999990","-51.725099999990","2.822"
"São João da Urtiga","4318424","-27.819500000000","-51.825699999990","1.453"
"São João do Polêsine","4318432","-29.619399999990","-53.443899999990","117"
"São Jorge","4318440","-28.498400000000","-51.706400000000","1.706"
"São José das Missões","4318457","-27.778900000000","-53.122599999990","971"
"São José do Hortêncio","4318481","-29.527999999990","-51.245000000000","1.479"
"São José do Inhacorá","4318499","-27.725100000000","-54.127499999990","994"
"São José do Norte","4318507","-32.015099999990","-52.033099999990","2.011"
"São José do Ouro","4318606","-27.770700000000","-51.596600000000","3.335"
"São José do Sul","4318614","-29.529000000000","-51.487099999990","1.619"
"São José dos Ausentes","4318622","-28.747599999990","-50.067700000000","1.279"
"São Leopoldo","4318705","-29.754500000000","-51.149799999990","117"
"São Lourenço do Sul","4318804","-31.356400000000","-51.971499999990","16.172"
"São Luiz Gonzaga","4318903","-28.411999999990","-54.955900000000","21.912"
"São Marcos","4319000","-28.967700000000","-51.069600000000","2.647"
"São Martinho","4319109","-27.711200000000","-53.969900000000","2.858"
"São Martinho da Serra","4319125","-29.539700000000","-53.859000000000","1.110"
"São Miguel das Missões","4319158","-28.556000000000","-54.555900000000","76"
"São Nicolau","4319208","-28.183399999990","-55.265400000000","1.200"
"São Paulo das Missões","4319307","-28.019500000000","-54.940399999990","2.548"
"São Pedro das Missões","4319364","-27.773219999990","-53.250470000000","729"
"São Pedro do Butiá","4319372","-28.124300000000","-54.892600000000","6.040"
"São Pedro do Sul","4319406","-29.620200000000","-54.185499999990","3.693"
"São Sebastião do Caí","4319505","-29.588500000000","-51.374899999990","3.302"
"São Sepé","4319604","-30.164300000000","-53.560299999990","16.195"
"São Valentim","4319703","-27.558299999990","-52.523699999990","1.550"
"São Valentim do Sul","4319711","-29.045100000000","-51.768400000000","536"
"São Valério do Sul","4319737","-27.790600000000","-53.936799999990","291"
"São Vendelino","4319752","-29.372900000000","-51.367500000000","688"
"São Vicente do Sul","4319802","-29.688199999990","-54.682600000000","6.912"
"Sapiranga","4319901","-29.634899999990","-51.006500000000","1.173"
"Sapucaia do Sul","4320008","-29.827600000000","-51.145000000000","53"
"Sarandi","4320107","-27.942000000000","-52.923099999990","9.423"
"Seberi","4320206","-27.482900000000","-53.402600000000","3.346"
"Sede Nova","4320230","-27.636700000000","-53.949300000000","1.584"
"Segredo","4320263","-29.352300000000","-52.976700000000","1.619"
"Selbach","4320305","-28.629400000000","-52.949800000000","39"
"Senador Salgado Filho","4320321","-28.025000000000","-54.550699999990","110"
"Sentinela do Sul","4320354","-30.610700000000","-51.586199999990","2.424"
"Serafina Corrêa","4320404","-28.712599999990","-51.935299999990","3.607"
"Sério","4320453","-29.390400000000","-52.268500000000","269"
"Sertão","4320503","-27.979800000000","-52.258800000000","6.559"
"Sertão Santana","4320552","-30.456199999990","-51.601700000000","7.685"
"Sete de Setembro","4320578","-28.136199999990","-54.463700000000","853"
"Severiano de Almeida","4320602","-27.436199999990","-52.121699999990","2.354"
"Silveira Martins","4320651","-29.646699999990","-53.591000000000","60"
"Sinimbu","4320677","-29.535699999990","-52.530500000000","4.092"
"Sobradinho","4320701","-29.419400000000","-53.032600000000","4.169"
"Soledade","4320800","-28.830600000000","-52.513100000000","8.641"
"Tabaí","4320859","-29.643000000000","-51.682299999990","169"
"Tapejara","4320909","-28.065200000000","-52.009700000000","21.773"
"Tapera","4321006","-28.627700000000","-52.861199999990","33.029"
"Tapes","4321105","-30.668299999990","-51.399099999990","5.212"
"Taquara","4321204","-29.650500000000","-50.775300000000","6.139"
"Taquari","4321303","-29.794300000000","-51.865299999990","37.932"
"Taquaruçu do Sul","4321329","-27.400400000000","-53.470300000000","863"
"Tavares","4321352","-31.284300000000","-51.088000000000","2.497"
"Tenente Portela","4321402","-27.371099999990","-53.758499999990","3.042"
"Terra de Areia","4321436","-29.578199999990","-50.064399999990","2.295"
"Teutônia","4321451","-29.448200000000","-51.804400000000","748"
"Tio Hugo","4321469","-28.574040000000","-52.594900000000","7"
"Tiradentes do Sul","4321477","-27.402200000000","-54.081400000000","3.659"
"Toropi","4321493","-29.478200000000","-54.224400000000","1.695"
"Torres","4321501","-29.333400000000","-49.733300000000","14.497"
"Tramandaí","4321600","-29.984100000000","-50.132199999990","244"
"Travesseiro","4321626","-29.297699999990","-52.053199999990","34"
"Três Arroios","4321634","-27.500299999990","-52.144799999990","1.845"
"Três Cachoeiras","4321667","-29.448699999990","-49.927500000000","2.746"
"Três Coroas","4321709","-29.513700000000","-50.773899999990","796"
