"Município","ibge","latitude","longitude","/Energia Elétr...a/Consumo/Total 1998 (MWh)"
"Vacaria","4322509","-28.507899999990","-50.941800000000","75.723"
"Vale do Sol","4322533","-29.596699999990","-52.683900000000","6.083"
"Vale Real","4322541","-29.391900000000","-51.255899999990","5.977"
"Vanini","4322558","-28.475800000000","-51.844700000000","1.158"
"Venâncio Aires","4322608","-29.614300000000","-52.193199999990","131.822"
"Vera Cruz","4322707","-29.718399999990","-52.515200000000","24.976"
"Veranópolis","4322806","-28.931200000000","-51.551600000000","42.842"
"Vespasiano Correa","4322855","-29.065500000000","-51.862500000000","1.824"
"Viadutos","4322905","-27.571600000000","-52.021099999990","4.285"
"Viamão","4323002","-30.081900000000","-51.019399999990","166.387"
"Vicente Dutra","4323101","-27.160799999990","-53.402200000000","2.830"
"Victor Graeff","4323200","-28.563199999990","-52.749499999990","3.748"
"Vila Flores","4323309","-28.859800000000","-51.550400000000","5.943"
"Vila Maria","4323408","-28.535900000000","-52.148699999990","3.906"
"Vila Nova do Sul","4323457","-30.346100000000","-53.875999999990","112"
"Vista Alegre","4323507","-27.368600000000","-53.491900000000","1.224"
"Vista Alegre do Prata","4323606","-28.805199999990","-51.794600000000","1.337"
"Vista Gaúcha","4323705","-27.290199999990","-53.697400000000","2.625"
"Vitória das Missões","4323754","-28.351600000000","-54.503999999990","377"
"Xangri-lá","4323804","-29.806500000000","-50.051900000000","22.568"
